Zeit [s],Ankerstrom [A],Drehzahl [1/min]
2.435,0.681526039486174,2000.00000002861
2.44,0.68152603864207,2000.00000001285
2.445,0.681526038871206,1999.9999999951
2.45,0.681526039925035,1999.99999998185
2.455,0.681526041307394,1999.999999977
2.46,0.681526042485957,1999.9999999809
2.465,0.681526043083108,1999.99999999083
2.47,0.681526042982814,2000.00000000238
2.475,0.681526042329743,2000.00000001129
2.48,0.681526041438012,2000.00000001487
2.485,0.681526040655072,2000.00000001271
2.49,0.681526040236014,2000.00000000648
2.495,0.681526040269237,1999.99999999898
2.5,0.681526040671941,1999.99999999301
2.505,0.681526041246016,1999.99999999041
2.51,0.681526041764893,1999.99999999156
2.515,0.681526042056873,1999.99999999546
2.52,0.681526042056248,2000.00000000032
2.525,0.681526041809206,2000.00000000431
2.53,0.681526041440424,2000.00000000617
2.535,0.681526041097278,2000.00000000559
2.54,0.681526040895071,2000.00000000316
2.545,0.681526040881892,2000.00000000002
2.55,0.681526041032585,1999.99999999736
2.555,0.681526041268907,1999.99999999604
2.56,0.681526041495245,1999.9999999963
2.565,0.68152604163448,1999.99999999781
2.57,0.681526041651925,1999.99999999984
2.575,0.681526041560664,2000.00000000161
2.58,0.681526041409638,2000.00000000254
2.585,0.681526041260686,2000.00000000244
2.59,0.681526041165278,2000.00000000151
2.595,0.681526041148156,2000.0000000002
2.6,0.681526041202921,1999.99999999903
2.605,0.681526041299264,1999.99999999838
2.61,0.681526041397093,1999.9999999984
2.615,0.681526041462207,1999.99999999897
2.62,0.681526041477099,1999.99999999981
2.625,0.681526041444503,2000.00000000059
2.63,0.68152604138322,2000.00000000104
2.635,0.681526041319062,2000.00000000106
2.64,0.681526041274754,2000.00000000071
2.645,0.681526041262601,2000.00000000016
2.65,0.681526041281763,1999.99999999965
2.655,0.681526041320748,1999.99999999934
2.66,0.681526041362783,1999.99999999931
2.665,0.681526041392774,1999.99999999952
2.67,0.681526041402204,1999.99999999987
2.675,0.681526041391012,2000.00000000021
2.68,0.681526041366283,2000.00000000042
2.685,0.68152604133881,2000.00000000045
2.69,0.681526041318568,2000.00000000032
2.695,0.681526041311504,2000.0000000001
2.7,0.681526041317941,1999.99999999988
2.705,0.681526041333369,1999.99999999974
2.71,0.681526041351167,1999.9999999997
2.715,0.681526041364809,1999.99999999978
2.72,0.681526041370193,1999.99999999992
2.725,0.681526041366692,2000.00000000007
2.73,0.681526041356909,2000.00000000017
2.735,0.681526041345297,2000.00000000019
2.74,0.681526041336163,2000.00000000015
2.745,0.681526041332303,2000.00000000006
2.75,0.681526041334258,1999.99999999996
2.755,0.681526041340485,1999.99999999989
2.76,0.681526041348073,1999.99999999987
2.765,0.681526041354177,1999.9999999999
2.77,0.681526041356905,1999.99999999996
2.775,0.681526041355816,2000.00000000002
2.78,0.681526041351818,2000.00000000007
2.785,0.681526041346766,2000.00000000008
2.79,0.681526041342683,2000.00000000007
2.795,0.68152604134082,2000.00000000003
2.8,0.681526041341468,1999.99999999999
2.805,0.681526041343724,1999.99999999996
2.81,0.681526041346572,1999.99999999995
2.815,0.681526041349273,1999.99999999996
2.82,0.681526041350834,1999.99999999997
2.825,0.681526041350877,1999.99999999999
2.83,0.681526041349921,2000.00000000001
2.835,0.681526041348611,2000.00000000003
2.84,0.681526041347123,2000.00000000003
2.845,0.681526041345716,2000.00000000002
2.85,0.6815260413452,2000.00000000001
2.855,0.681526041345415,1999.99999999999
2.86,0.681526041346577,1999.99999999998
2.865,0.681526041348053,1999.99999999998
2.87,0.6815260413488,1999.99999999999
2.875,0.68152604134905,2000.00000000001
2.88,0.681526041348317,2000.00000000002
2.885,0.681526041346961,2000.00000000002
2.89,0.68152604134584,2000.00000000002
2.895,0.681526041345486,2000
2.9,0.681526041345659,1999.99999999998
2.905,0.681526041346804,1999.99999999998
2.91,0.681526041348217,1999.99999999998
2.915,0.681526041348802,1999.99999999999
2.92,0.681526041348986,2000.00000000001
2.925,0.681526041348154,2000.00000000002
2.93,0.681526041346761,2000.00000000002
2.935,0.681526041345823,2000.00000000002
2.94,0.681526041345527,2000
2.945,0.681526041345779,1999.99999999998
2.95,0.681526041346961,1999.99999999998
2.955,0.681526041348295,1999.99999999998
2.96,0.68152604134879,1999.99999999999
2.965,0.681526041348942,2000.00000000001
2.97,0.681526041348072,2000.00000000002
2.975,0.681526041346657,2000.00000000002
2.98,0.681526041345786,2000.00000000002
2.985,0.681526041345507,2000
2.99,0.681526041345849,1999.99999999998
2.995,0.681526041347072,1999.99999999998
3,0.681526041348356,1999.99999999998
3.005,0.681526041348807,1999.99999999999
3.01,0.681526041348908,2000.00000000001
3.015,0.681526041347971,2000.00000000002
3.02,0.681526041346543,2000.00000000002
3.025,0.681526041345783,2000.00000000002
3.03,0.681526041345528,2000
3.035,0.681526041345893,1999.99999999998
3.04,0.681526041347128,1999.99999999998
3.045,0.681526041348384,1999.99999999998
3.05,0.681526041348812,1999.99999999999
3.055,0.681526041348884,2000.00000000001
3.06,0.681526041347917,2000.00000000002
3.065,0.681526041346487,2000.00000000002
3.07,0.681526041345764,2000.00000000002
3.075,0.681526041345516,2000
3.08,0.681526041345929,1999.99999999998
3.085,0.681526041347183,1999.99999999998
3.09,0.681526041348409,1999.99999999998
3.095,0.68152604134882,1999.99999999999
3.1,0.681526041348877,2000.00000000001
3.105,0.681526041347892,2000.00000000002
3.11,0.681526041346464,2000.00000000002
3.115,0.681526041345759,2000.00000000001
3.12,0.681526041345515,2000
3.125,0.681526041345951,1999.99999999998
3.13,0.681526041347213,1999.99999999998
3.135,0.681526041348423,1999.99999999998
3.14,0.681526041348825,1999.99999999999
3.145,0.681526041348867,2000.00000000001
3.15,0.681526041347869,2000.00000000002
3.155,0.681526041346441,2000.00000000002
3.16,0.681526041345752,2000.00000000001
3.165,0.681526041345511,2000
3.17,0.681526041345972,1999.99999999998
3.175,0.681526041347242,1999.99999999998
3.18,0.681526041348438,1999.99999999998
3.185,0.68152604134883,2000
3.19,0.681526041348839,2000.00000000001
3.195,0.681526041347814,2000.00000000002
3.2,0.681526041346391,2000.00000000002
3.205,0.681526041345735,2000.00000000001
3.21,0.6815260413455,2000
3.215,0.681526041346012,1999.99999999998
3.22,0.681526041347299,1999.99999999998
3.225,0.681526041348461,1999.99999999998
3.23,0.681526041348837,2000
3.235,0.68152604134883,2000.00000000001
3.24,0.681526041347788,2000.00000000002
3.245,0.681526041346369,2000.00000000002
3.25,0.681526041345729,2000.00000000001
3.255,0.681526041345496,2000
3.26,0.681526041346034,1999.99999999998
3.265,0.681526041347329,1999.99999999998
3.27,0.681526041348474,1999.99999999998
3.275,0.681526041348843,2000
3.28,0.681526041348818,2000.00000000001
3.285,0.681526041347762,2000.00000000002
3.29,0.681526041346348,2000.00000000002
3.295,0.681526041345723,2000.00000000001
3.3,0.681526041345493,1999.99999999999
3.305,0.681526041346055,1999.99999999998
3.31,0.68152604134736,1999.99999999998
3.315,0.681526041348487,1999.99999999998
3.32,0.681526041348848,2000
3.325,0.681526041348805,2000.00000000001
3.33,0.681526041347737,2000.00000000002
3.335,0.681526041346329,2000.00000000002
3.34,0.681526041345719,2000.00000000001
3.345,0.681526041345491,1999.99999999999
3.35,0.681526041346078,1999.99999999998
3.355,0.681526041347391,1999.99999999998
3.36,0.6815260413485,1999.99999999998
3.365,0.681526041348852,2000
3.37,0.681526041348792,2000.00000000001
3.375,0.681526041347711,2000.00000000002
3.38,0.681526041346309,2000.00000000002
3.385,0.681526041345713,2000.00000000001
3.39,0.681526041345488,1999.99999999999
3.395,0.681526041346101,1999.99999999998
3.4,0.681526041347423,1999.99999999998
3.405,0.681526041348514,1999.99999999998
3.41,0.681526041348857,2000
3.415,0.681526041348757,2000.00000000002
3.42,0.681526041347654,2000.00000000002
3.425,0.681526041346266,2000.00000000002
3.43,0.681526041345698,2000.00000000001
3.435,0.681526041345477,1999.99999999999
3.44,0.681526041346143,1999.99999999998
3.445,0.681526041347479,1999.99999999998
3.45,0.681526041348534,1999.99999999998
3.455,0.681526041348864,2000
3.46,0.681526041348745,2000.00000000002
3.465,0.681526041347628,2000.00000000002
3.47,0.681526041346247,2000.00000000002
3.475,0.681526041345693,2000.00000000001
3.48,0.681526041345476,1999.99999999999
3.485,0.681526041346167,1999.99999999998
3.49,0.68152604134751,1999.99999999998
3.495,0.681526041348545,1999.99999999998
3.5,0.681526041348869,2000
3.505,0.68152604134873,2000.00000000002
3.51,0.681526041347601,2000.00000000002
3.515,0.68152604134623,2000.00000000002
3.52,0.68152604134569,2000.00000000001
3.525,0.681526041345478,1999.99999999999
3.53,0.68152604134619,1999.99999999998
3.535,0.681526041347542,1999.99999999998
3.54,0.681526041348557,1999.99999999998
3.545,0.681526041348874,2000
3.55,0.681526041348715,2000.00000000002
3.555,0.681526041347575,2000.00000000002
3.56,0.681526041346213,2000.00000000002
3.565,0.681526041345685,2000.00000000001
3.57,0.681526041345479,1999.99999999999
3.575,0.681526041346215,1999.99999999998
3.58,0.681526041347575,1999.99999999998
3.585,0.681526041348569,1999.99999999998
3.59,0.681526041348878,2000
3.595,0.681526041348678,2000.00000000002
3.6,0.681526041347517,2000.00000000002
3.605,0.681526041346174,2000.00000000002
3.61,0.68152604134567,2000.00000000001
3.615,0.681526041345478,1999.99999999999
3.62,0.681526041346258,1999.99999999998
3.625,0.681526041347632,1999.99999999998
3.63,0.681526041348586,1999.99999999998
3.635,0.681526041348885,2000
3.64,0.681526041348662,2000.00000000002
3.645,0.68152604134749,2000.00000000002
3.65,0.681526041346158,2000.00000000002
3.655,0.681526041345666,2000.00000000001
3.66,0.681526041345481,1999.99999999999
3.665,0.681526041346282,1999.99999999998
3.67,0.681526041347664,1999.99999999998
3.675,0.681526041348596,1999.99999999998
3.68,0.68152604134889,2000
3.685,0.681526041348645,2000.00000000002
3.69,0.681526041347462,2000.00000000002
3.695,0.681526041346143,2000.00000000002
3.7,0.681526041345663,2000.00000000001
3.705,0.681526041345487,1999.99999999999
3.71,0.681526041346306,1999.99999999998
3.715,0.681526041347697,1999.99999999998
3.72,0.681526041348606,1999.99999999998
3.725,0.681526041348894,2000
3.73,0.681526041348628,2000.00000000002
3.735,0.681526041347435,2000.00000000002
3.74,0.681526041346128,2000.00000000002
3.745,0.681526041345658,2000.00000000001
3.75,0.681526041345492,1999.99999999999
3.755,0.68152604134633,1999.99999999998
3.76,0.681526041347729,1999.99999999998
3.765,0.681526041348616,1999.99999999998
3.77,0.681526041348899,2000
3.775,0.681526041348587,2000.00000000002
3.78,0.681526041347375,2000.00000000002
3.785,0.681526041346093,2000.00000000002
3.79,0.681526041345645,2000.00000000001
3.795,0.681526041345501,1999.99999999999
3.8,0.681526041346377,1999.99999999998
3.805,0.681526041347789,1999.99999999998
3.81,0.681526041348632,1999.99999999998
3.815,0.681526041348906,2000
3.82,0.68152604134857,2000.00000000002
3.825,0.681526041347348,2000.00000000002
3.83,0.681526041346079,2000.00000000002
3.835,0.681526041345641,2000.00000000001
3.84,0.681526041345508,1999.99999999999
3.845,0.681526041346402,1999.99999999998
3.85,0.681526041347819,1999.99999999998
3.855,0.681526041348641,1999.99999999998
3.86,0.68152604134891,2000
3.865,0.681526041348551,2000.00000000002
3.87,0.681526041347319,2000.00000000002
3.875,0.681526041346065,2000.00000000002
3.88,0.681526041345637,2000.00000000001
3.885,0.681526041345516,1999.99999999999
3.89,0.681526041346427,1999.99999999998
3.895,0.681526041347848,1999.99999999998
3.9,0.68152604134865,1999.99999999998
3.905,0.681526041348915,2000
3.91,0.681526041348532,2000.00000000002
3.915,0.681526041347293,2000.00000000002
3.92,0.681526041346052,2000.00000000002
3.925,0.681526041345634,2000.00000000001
3.93,0.681526041345526,1999.99999999999
3.935,0.681526041346452,1999.99999999998
3.94,0.681526041347877,1999.99999999998
3.945,0.681526041348659,1999.99999999998
3.95,0.68152604134892,2000
3.955,0.681526041348513,2000.00000000002
3.96,0.681526041347263,2000.00000000002
3.965,0.681526041346039,2000.00000000002
3.97,0.68152604134563,2000.00000000001
3.975,0.681526041345535,1999.99999999999
3.98,0.681526041346478,1999.99999999998
3.985,0.681526041347906,1999.99999999998
3.99,0.681526041348668,1999.99999999999
3.995,0.681526041348924,2000
4,0.681526041348468,2000.00000000002
4.005,0.681526041347201,2000.00000000002
4.01,0.681526041346009,2000.00000000002
4.015,0.681526041345617,2000.00000000001
4.02,0.68152604134555,1999.99999999999
4.025,0.681526041346525,1999.99999999998
4.03,0.681526041347954,1999.99999999998
4.035,0.681526041348681,1999.99999999999
4.04,0.681526041348931,2000
4.045,0.681526041348449,2000.00000000002
4.05,0.681526041347172,2000.00000000002
4.055,0.681526041345996,2000.00000000002
4.06,0.681526041345613,2000.00000000001
4.065,0.68152604134556,1999.99999999999
4.07,0.681526041346551,1999.99999999998
4.075,0.68152604134798,1999.99999999998
4.08,0.681526041348689,1999.99999999999
4.085,0.681526041348935,2000
4.09,0.681526041348428,2000.00000000002
4.095,0.681526041347143,2000.00000000002
4.1,0.681526041345985,2000.00000000002
4.105,0.681526041345611,2000
4.11,0.681526041345573,1999.99999999999
4.115,0.681526041346578,1999.99999999998
4.12,0.681526041348005,1999.99999999998
4.125,0.681526041348697,1999.99999999999
4.13,0.68152604134894,2000
4.135,0.681526041348408,2000.00000000002
4.14,0.681526041347115,2000.00000000002
4.145,0.681526041345973,2000.00000000002
4.15,0.681526041345607,2000
4.155,0.681526041345585,1999.99999999999
4.16,0.681526041346604,1999.99999999998
4.165,0.681526041348029,1999.99999999998
4.17,0.681526041348704,1999.99999999999
4.175,0.681526041348944,2000
4.18,0.681526041348361,2000.00000000002
4.185,0.681526041347052,2000.00000000002
4.19,0.681526041345946,2000.00000000002
4.195,0.681526041345595,2000
4.2,0.681526041345607,1999.99999999999
4.205,0.681526041346655,1999.99999999998
4.21,0.681526041348073,1999.99999999998
4.215,0.681526041348716,1999.99999999999
4.22,0.681526041348951,2000.00000000001
4.225,0.681526041348342,2000.00000000002
4.23,0.681526041347023,2000.00000000002
4.235,0.681526041345934,2000.00000000002
4.24,0.681526041345591,2000
4.245,0.68152604134562,1999.99999999999
4.25,0.681526041346681,1999.99999999998
4.255,0.681526041348095,1999.99999999998
4.26,0.681526041348723,1999.99999999999
4.265,0.681526041348955,2000.00000000001
4.27,0.68152604134832,2000.00000000002
4.275,0.681526041346994,2000.00000000002
4.28,0.681526041345925,2000.00000000002
4.285,0.681526041345589,2000
4.29,0.681526041345635,1999.99999999999
4.295,0.681526041346708,1999.99999999998
4.3,0.681526041348117,1999.99999999998
4.305,0.68152604134873,1999.99999999999
4.31,0.681526041348959,2000.00000000001
4.315,0.681526041348298,2000.00000000002
4.32,0.681526041346965,2000.00000000002
4.325,0.681526041345915,2000.00000000002
4.33,0.681526041345585,2000
4.335,0.681526041345649,1999.99999999999
4.34,0.681526041346736,1999.99999999998
4.345,0.681526041348139,1999.99999999998
4.35,0.681526041348736,1999.99999999999
4.355,0.68152604134896,2000.00000000001
4.36,0.681526041348277,2000.00000000002
4.365,0.681526041346935,2000.00000000002
4.37,0.681526041345904,2000.00000000002
4.375,0.681526041345582,2000
4.38,0.681526041345665,1999.99999999998
4.385,0.681526041346764,1999.99999999998
4.39,0.681526041348161,1999.99999999998
4.395,0.681526041348743,1999.99999999999
4.4,0.681526041348957,2000.00000000001
4.405,0.681526041348228,2000.00000000002
4.41,0.68152604134687,2000.00000000002
4.415,0.681526041345879,2000.00000000002
4.42,0.68152604134557,2000
4.425,0.681526041345693,1999.99999999998
4.43,0.681526041346815,1999.99999999998
4.435,0.681526041348197,1999.99999999998
4.44,0.681526041348753,1999.99999999999
4.445,0.681526041348958,2000.00000000001
4.45,0.681526041348207,2000.00000000002
4.455,0.68152604134684,2000.00000000002
4.46,0.68152604134587,2000.00000000002
4.465,0.681526041345566,2000
4.47,0.681526041345709,1999.99999999998
4.475,0.681526041346843,1999.99999999998
4.48,0.681526041348216,1999.99999999998
4.485,0.681526041348759,1999.99999999999
4.49,0.681526041348957,2000.00000000001
4.495,0.681526041348184,2000.00000000002
4.5,0.681526041346809,2000.00000000002
4.505,0.681526041345862,2000.00000000002
4.51,0.681526041345564,2000
4.515,0.681526041345726,1999.99999999998
4.52,0.681526041346871,1999.99999999998
4.525,0.681526041348235,1999.99999999998
4.53,0.681526041348765,1999.99999999999
4.535,0.681526041348955,2000.00000000001
4.54,0.681526041348163,2000.00000000002
4.545,0.681526041346781,2000.00000000002
4.55,0.681526041345852,2000.00000000002
4.555,0.68152604134556,2000
4.56,0.681526041345744,1999.99999999998
4.565,0.681526041346901,1999.99999999998
4.57,0.681526041348255,1999.99999999998
4.575,0.681526041348771,1999.99999999999
4.58,0.681526041348943,2000.00000000001
4.585,0.681526041348113,2000.00000000002
4.59,0.681526041346713,2000.00000000002
4.595,0.68152604134583,2000.00000000002
4.6,0.681526041345548,2000
4.605,0.681526041345776,1999.99999999998
4.61,0.681526041346952,1999.99999999998
4.615,0.681526041348286,1999.99999999998
4.62,0.68152604134878,1999.99999999999
4.625,0.68152604134894,2000.00000000001
4.63,0.68152604134809,2000.00000000002
4.635,0.681526041346683,2000.00000000002
4.64,0.681526041345822,2000.00000000002
4.645,0.681526041345545,2000
4.65,0.681526041345795,1999.99999999998
4.655,0.681526041346981,1999.99999999998
4.66,0.681526041348303,1999.99999999998
4.665,0.681526041348785,1999.99999999999
4.67,0.681526041348935,2000.00000000001
4.675,0.681526041348066,2000.00000000002
4.68,0.681526041346654,2000.00000000002
4.685,0.681526041345815,2000.00000000002
4.69,0.681526041345543,2000
4.695,0.681526041345814,1999.99999999998
4.7,0.68152604134701,1999.99999999998
4.705,0.68152604134832,1999.99999999998
4.71,0.681526041348791,1999.99999999999
4.715,0.68152604134893,2000.00000000001
4.72,0.681526041348043,2000.00000000002
4.725,0.681526041346626,2000.00000000002
4.73,0.681526041345807,2000.00000000002
4.735,0.681526041345539,2000
4.74,0.681526041345833,1999.99999999998
4.745,0.681526041347039,1999.99999999998
4.75,0.681526041348336,1999.99999999998
4.755,0.681526041348797,1999.99999999999
4.76,0.681526041348911,2000.00000000001
4.765,0.681526041347991,2000.00000000002
4.77,0.681526041346566,2000.00000000002
4.775,0.681526041345787,2000.00000000002
4.78,0.681526041345528,2000
4.785,0.681526041345868,1999.99999999998
4.79,0.681526041347094,1999.99999999998
4.795,0.681526041348365,1999.99999999998
4.8,0.681526041348805,1999.99999999999
4.805,0.681526041348905,2000.00000000001
4.81,0.681526041347967,2000.00000000002
4.815,0.681526041346539,2000.00000000002
4.82,0.681526041345779,2000.00000000002
4.825,0.681526041345524,2000
4.83,0.681526041345889,1999.99999999998
4.835,0.681526041347124,1999.99999999998
4.84,0.68152604134838,1999.99999999998
4.845,0.68152604134881,1999.99999999999
4.85,0.681526041348896,2000.00000000001
4.855,0.681526041347942,2000.00000000002
4.86,0.681526041346514,2000.00000000002
4.865,0.681526041345772,2000.00000000002
4.87,0.681526041345521,2000
4.875,0.68152604134591,1999.99999999998
4.88,0.681526041347154,1999.99999999998
4.885,0.681526041348395,1999.99999999998
4.89,0.681526041348815,1999.99999999999
4.895,0.681526041348887,2000.00000000001
4.9,0.681526041347919,2000.00000000002
4.905,0.68152604134649,2000.00000000002
4.91,0.681526041345766,2000.00000000002
4.915,0.681526041345519,2000
4.92,0.681526041345931,1999.99999999998
4.925,0.681526041347184,1999.99999999998
4.93,0.68152604134841,1999.99999999998
4.935,0.681526041348821,1999.99999999999
4.94,0.681526041348878,2000.00000000001
4.945,0.681526041347894,2000.00000000002
4.95,0.681526041346466,2000.00000000002
4.955,0.681526041345759,2000.00000000001
4.96,0.681526041345516,2000
4.965,0.681526041345953,1999.99999999998
4.97,0.681526041347215,1999.99999999998
4.975,0.681526041348425,1999.99999999998
4.98,0.681526041348825,1999.99999999999
4.985,0.681526041348852,2000.00000000001
4.99,0.68152604134784,2000.00000000002
4.995,0.681526041346414,2000.00000000002
5,0.681526041345742,2000.00000000001